"PublisherLabel" "RegistrationDate" "Ethnicity" "Nationality" "Reason" "Need" "Age" "DecisionDate" "Decision" "DecisionCode"
"London Borough of Hounslow" 2011-09-07 "White: Other" "Latvia" "resident llord eviction" "dependent children" 33 2012-02-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-07 "White: British" "UK National" "leaving care" "vulnerable-mental illness" 45 2012-03-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-07 "Black/BlkBrit: Other" "Non-EEA National" "eviction - relatives" "dependent children" 53 2012-04-20 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-07 "Black/BlkBrit: Other" "Non-EEA National" "eviction - relatives" "dependent children" 55 2014-03-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-08 "White: British" "UK National" "eviction - relatives" "dependent children" 45 2011-10-28 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-08 "White: British" "UK National" "end AST not arrears" "vulnerable - old age" 70 2012-03-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-08 "Asian/AsBrit: Bangladeshi" "UK National" "eviction - relatives" "vulnerable-mental illness" 25 2012-06-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-09 "White: British" "UK National" "end AST not arrears" "dependent children" 27 2012-03-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-09 "Black/BlkBrit: Other" "Not Rec" "other" "pregnant" 37 2012-05-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-09 "Black/BlkBrit: Other" "Other EEA National" "rent arrears - HA" "vulnerable-mental illness" 54 2012-05-22 "no priority need" 3
"London Borough of Hounslow" 2011-09-12 "Black/BlkBrit: Other" "UK National" "end AST not arrears" "dependent children" 29 2011-10-21 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-12 "White: British" "UK National" "eviction - parents" "dependent children" 19 2011-11-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-12 "White: British" "UK National" "end AST not arrears" "dependent children" 23 2012-01-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-13 "Asian/AsBrit: Indian" "Non-EEA National" "loss of rented - other" "dependent children" 37 2011-11-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-13 "White: British" "UK National" "leaving hospital" "vulnerable-mental illness" 40 2012-02-17 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-13 "White: British" "UK National" "DV - partner" "vulnerable-mental illness" 56 2012-03-28 "no priority need" 3
"London Borough of Hounslow" 2011-09-13 "White: British" "UK National" "DV - partner" "dependent children" 31 2012-03-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-14 "White: British" "UK National" "other" "dependent children" 36 2011-09-15 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-14 "White: British" "UK National" "eviction - relatives" "dependent children" 19 2012-04-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-15 "No Information Provided" "UK National" "eviction - parents" "pregnant" 24 2011-12-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-15 "Black/BlkBrit: African" "Non-EEA National" "DV - partner" "dependent children" 26 2011-12-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-15 "Asian/AsBrit: Other" "Non-EEA National" "end AST not arrears" "dependent children" 35 2012-01-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-16 "Black/BlkBrit: Other" "Not Rec" "eviction - relatives" "dependent children" 20 2011-10-10 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-16 "White: British" "UK National" "eviction - parents" "dependent children" 24 2012-02-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-16 "Asian/AsBrit: Pakistani" "UK National" "DV - partner" "dependent children" 24 2012-03-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-19 "Black/BlkBrit: Other" "UK National" "eviction - parents" "dependent children" 29 2012-02-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-19 "White: Other" "Poland" "end AST not arrears" "dependent children" 45 2012-04-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-19 "Asian/AsBrit: Other" "Non-EEA National" "end AST not arrears" "dependent children" 27 2012-05-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-20 "White: British" "UK National" "end AST not arrears" "dependent children" 40 2011-11-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-20 "Asian/AsBrit: Pakistani" "Non-EEA National" "end AST not arrears" "dependent children" 42 2011-11-16 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-22 "Asian/AsBrit: Pakistani" "UK National" "relationshp brkdwn not DV" "dependent children" 31 2011-09-28 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-22 "Black/BlkBrit: African" "Non-EEA National" "eviction - friends" "dependent children" 19 2012-03-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-22 "White: Other" "Other EEA National" "resident llord eviction" "dependent children" 22 2012-03-28 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-23 "Black/BlkBrit: African" "UK National" "eviction - parents" "dependent children" 26 2011-11-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-26 "Asian/AsBrit: Indian" "Not Rec" "eviction - relatives" "dependent children" 33 2011-10-11 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-26 "White: Other" "Non-EEA National" "end AST not arrears" "vulnerable - physical" 53 2012-01-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-26 "Black/BlkBrit: Other" "Non-EEA National" "leaving hospital" "vulnerable - physical" 47 2012-02-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-26 "Mixed: White/Black Africn" "Other EEA National" "rent arrears - private" "dependent children" 29 2012-03-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-27 "Asian/AsBrit: Other" "UK National" "other" "dependent children" 42 2012-01-05 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-09-27 "White: Other" "Other EEA National" "eviction - relatives" "vulnerable - physical" 59 2012-02-22 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-27 "Black/BlkBrit: Other" "UK National" "eviction - friends" "dependent children" 24 2012-03-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-28 "Black/BlkBrit: African" "Other EEA National" "rent arrears - private" "vulnerable - physical" 53 2011-10-07 "no priority need" 3
"London Borough of Hounslow" 2011-09-29 "White: British" "UK National" "eviction - parents" "dependent children" 23 2011-11-09 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-29 "White: British" "UK National" "end AST not arrears" "dependent children" 32 2011-12-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-29 "White: British" "UK National" "end tied accommodation" "dependent children" 22 2012-03-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-29 "White: British" "UK National" "other" "dependent children" 55 2012-03-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-30 "White: Other" "Poland" "loss of rented - other" "dependent children" 40 2012-01-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-30 "Other" "UK National" "end AST not arrears" "dependent children" 35 2012-01-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-30 "Black/BlkBrit: Caribbean" "Not Rec" "end AST not arrears" "dependent children" 37 2012-02-27 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-30 "White: Other" "Poland" "loss of rented - other" "dependent children" 40 2012-05-11 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-03 "White: Other" "UK National" "end AST not arrears" "dependent children" 31 2011-12-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-03 "White: Other" "Poland" "rent arrears - private" "dependent children" 36 2012-01-05 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-10-03 "Black/BlkBrit: Other" "UK National" "eviction - relatives" "dependent children" 33 2012-02-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-03 "White: British" "Not Rec" "leaving prison" "vulnerable-custody/remand" 60 2012-02-28 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-03 "Asian/AsBrit: Pakistani" "UK National" "resident llord eviction" "vulnerable - physical" 31 2012-04-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-04 "Black/BlkBrit: African" "Not Rec" "emergency e.g. fire" "dependent children" 43 2011-10-26 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-04 "No Information Provided" "UK National" "loss of rented - other" "dependent children" 31 2012-04-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-04 "Other" "Non-EEA National" "eviction - relatives" "vulnerable - physical" 35 2012-05-08 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-05 "Black/BlkBrit: Other" "UK National" "end AST not arrears" "dependent children" 34 2011-11-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-06 "White: Other" "Poland" "end AST not arrears" "dependent children" 20 2011-11-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-06 "White: Other" "Poland" "end AST not arrears" "dependent children" 31 2012-02-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-06 "Mixed: Other" "UK National" "end AST not arrears" "dependent children" 37 2012-05-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-07 "Asian/AsBrit: Pakistani" "UK National" "eviction - relatives" "pregnant" 24 2011-12-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-07 "White: Other" "Lithuania" "eviction - parents" "vulnerable-mental illness" 26 2012-01-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-07 "White: British" "UK National" "eviction - parents" "dependent children" 24 2012-02-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-07 "Black/BlkBrit: African" "UK National" "other" "dependent children" 48 2012-06-29 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-10-10 "White: British" "UK National" "DV - partner" "dependent children" 22 2011-10-11 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-10 "Black/BlkBrit: Other" "Non-EEA National" "eviction - relatives" "dependent children" 32 2011-11-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-10 "White: British" "UK National" "eviction - parents" "dependent children" 21 2012-01-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-10 "Asian/AsBrit: Other" "Not Rec" "other" "dependent children" 37 2012-02-29 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-10-10 "White: British" "Not Rec" "sleeping rough" "pregnant" 36 2012-04-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-10 "White: British" "UK National" "sleeping rough" "dependent children" 23 2013-06-05 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-11 "White: Other" "Poland" "DV - partner" "dependent children" 35 2011-10-26 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-11 "White: Other" "Other EEA National" "rent arrears - private" "dependent children" 43 2011-10-27 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-11 "Asian/AsBrit: Pakistani" "Not Rec" "eviction - parents" "vulnerable-mental illness" 30 2011-12-05 "no priority need" 3
"London Borough of Hounslow" 2011-10-11 "White: British" "UK National" "end AST not arrears" "dependent children" 24 2012-01-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-12 "Asian/AsBrit: Pakistani" "Non-EEA National" "end AST not arrears" "dependent children" 36 2011-11-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-12 "White: British" "Not Rec" "eviction - friends" "dependent children" 23 2012-04-25 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-13 "Black/BlkBrit: Other" "Non-EEA National" "end AST not arrears" "dependent children" 43 2011-12-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-13 "White: British" "UK National" "other" "dependent children" 24 2012-01-31 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-10-13 "Asian/AsBrit: Other" "UK National" "end AST not arrears" "dependent children" 32 2012-04-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-14 "White: British" "UK National" "eviction - parents" "pregnant" 25 2011-11-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-14 "Asian/AsBrit: Indian" "Not Rec" "eviction - relatives" "dependent children" 31 2011-11-28 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-14 "Other" "Non-EEA National" "end AST not arrears" "vulnerable - physical" 49 2011-11-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-14 "White: British" "UK National" "eviction - parents" "dependent children" 20 2012-05-01 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-14 "White: Other" "Lithuania" "resident llord eviction" "dependent children" 34 2012-06-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-17 "Asian/AsBrit: Other" "Other EEA National" "end AST not arrears" "dependent children" 52 2011-11-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-17 "Asian/AsBrit: Indian" "Non-EEA National" "sleeping rough" "vulnerable - other" 49 2011-11-28 "no priority need" 3
"London Borough of Hounslow" 2011-10-18 "Asian/AsBrit: Pakistani" "Other EEA National" "eviction - relatives" "dependent children" 55 2012-04-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-18 "Black/BlkBrit: African" "UK National" "end AST not arrears" "dependent children" 38 2012-05-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-19 "White: British" "UK National" "leaving prison" "vulnerable - other" 22 2011-11-30 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-19 "Asian/AsBrit: Pakistani" "UK National" "end AST not arrears" "dependent children" 37 2012-04-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-19 "Other" "Non-EEA National" "eviction - friends" "dependent children" 27 2012-04-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-10-20 "White: British" "UK National" "eviction - parents" "dependent children" 37 2011-10-27 "Not Homeless" 4
"London Borough of Hounslow" 2011-10-20 "White: British" "UK National" "other" "dependent children" 24 2012-06-28 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-10-21 "Black/BlkBrit: Other" "UK National" "end AST not arrears" "no priority need" 61 2011-11-23 "no priority need" 3
"London Borough of Hounslow" 2011-10-21 "Black/BlkBrit: African" "UK National" "eviction - parents" "dependent children" 30 2012-02-17 "approved permanent rehous" 1
